title	release_year	rating_small	user_rating_score	dataset_small	rating_big	type	dataset_big	director	score_available	dataset	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
Strong Girl Bong-soon	2017				TV-14	TV Show	big		False	big	tt6263222	tvSeries	Strong Girl Bong-soon	Him-ssen yeo-ja Do Bong-soon	0.0	2017.0	2017.0	67.0	Comedy,Crime,Drama	8.2	19751.0
Strong Island	2017				TV-MA	Movie	big	Yance Ford	False	big	tt5873150	movie	Strong Island	Strong Island	0.0	2017.0		107.0	Crime,Documentary	6.4	4202.0
Stronger Than the World	2016	NR		small	NR	Movie	big	Afonso Poyart	False	smallbig											
Strongest Deliveryman	2017				TV-MA	TV Show	big		False	big	tt7022748	tvSeries	Strongest Deliveryman	Choi-kang Bae-dal-ggun	0.0	2017.0	2017.0		Drama,Romance	7.3	1135.0
Suburra	2015				NR	Movie	big	Stefano Sollima	False	big	tt4025514	movie	Suburra	Suburra	0.0	2015.0		130	Action,Crime,Drama	7.4	22413.0
Suckseed	2011				TV-MA	Movie	big	Chayanop Boonprakob	False	big											
Sudden	2013				TV-14	TV Show	big		False	big	tt12229258	tvSeries	Sudden	Sudden	0.0	2013.0	2013.0	60.0	Drama,Romance		
Suffragette	2015				PG-13	Movie	big	Sarah Gavron	False	big	tt3077214	movie	Suffragette	Suffragette	0.0	2015.0		106	Drama,History	6.9	45426.0
Suicide (Hitabdut)	2014				TV-MA	Movie	big	Benny Fredman	False	big											
Suite Française	2014				TV-MA	Movie	big	Saul Dibb	False	big	tt0900387	movie	Suite Française	Suite Française	0.0	2014.0		107.0	Drama,History,Romance	7.0	29417.0
Summer of '92	2015				TV-MA	Movie	big	Kasper Barfoed	False	big	tt2378830	movie	Summer of '92	Sommeren '92	0.0	2015.0		93.0	Biography,Comedy,Drama	6.8	4963.0
Sun Dogs	2017				TV-MA	Movie	big	Jennifer Morrison	False	big	tt5665452	movie	Sun Dogs	Sun Dogs	0.0	2017.0		94.0	Comedy,Drama	6.3	2663.0
Sunday's Illness	2017				PG-13	Movie	big	Ramón Salazar	False	big											
Sunny Bunnies	2016				TV-Y	TV Show	big		False	big											
Super Buddies	2013	G		small					False	small	tt2999390	video	Super Buddies	Super Buddies	0.0	2013.0		81.0	Family	4.2	1970.0
Super Dark Times	2017				TV-MA	Movie	big	Kevin Phillips	False	big	tt5112578	movie	Super Dark Times	Super Dark Times	0.0	2017.0		103.0	Crime,Drama,Thriller	6.6	26157.0
Super Nani	2014				TV-PG	Movie	big	Indra Kumar	False	big	tt2630076	movie	Super Nani	Super Nani	0.0	2014.0		133.0	Comedy,Drama,Family	4.8	541.0
Super Why!	2015	TV-Y	68.0	small					True	small											
SuperNature: Wild Flyers	2016				TV-PG	TV Show	big		False	big											
Superfly	1972				R	Movie	big	Gordon Parks	False	big											
Sur: The Melody of Life	2002				TV-14	Movie	big	Tanuja Chandra	False	big											
Surat Dari Praha	2016				TV-14	Movie	big	Angga Dwimas Sasongko	False	big											
Surga Yang Tak Dirindukan	2015				TV-14	Movie	big	Kuntz Agus	False	big											
Surga Yang Tak Dirindukan 2	2017				TV-14	Movie	big	Hanung Bramantyo, Meisa Felaroze	False	big											
Surviving Escobar - Alias JJ	2017				TV-MA	TV Show	big		False	big											
Survivors Guide to Prison	2017				TV-MA	Movie	big	Matthew Cooke	False	big											
Susanne Bartsch: On Top	2017				TV-MA	Movie	big	Anthony Caronna, Alexander Smith	False	big	tt5537600	movie	Susanne Bartsch: On Top	Susanne Bartsch: On Top	0.0	2017.0		86.0	Biography,Documentary	6.9	203.0
Sustainable	2016				TV-G	Movie	big	Matt Wechsler	False	big	tt5684868	movie	Sustainable	Sustainable	0.0	2016.0		92.0	Documentary,History,News	7.3	599.0
Swades	2004				TV-PG	Movie	big	Ashutosh Gowariker	False	big	tt0367110	movie	Swades	Swades: We, the People	0.0	2004.0		189.0	Drama,Musical	8.2	100768.0
Swami	1977				TV-PG	Movie	big	Basu Chatterjee	False	big	tt0152720	movie	Swami	Swami	0.0	1977.0		129.0	Drama	6.8	261.0
Swearnet Live	2014				TV-MA	Movie	big	Mike Smith, John Paul Tremblay, Robb Wells	False	big	tt3599642	movie	Swearnet Live	Swearnet Live	0.0	2014.0		75	Comedy	5.4	615.0
Swearnet: The Movie	2014				NC-17	Movie	big	Warren P. Sonoda	False	big											
Sweeney Todd: The Demon Barber of Fleet Street	2007				R	Movie	big	Tim Burton	False	big	tt0408236	movie	Sweeney Todd: The Demon Barber of Fleet Street	Sweeney Todd: The Demon Barber of Fleet Street	0.0	2007.0		116.0	Drama,Horror,Musical	7.3	395235.0
Sweet Virginia	2017				R	Movie	big	Jamie M. Dagg	False	big	tt2582498	movie	Sweet Virginia	Sweet Virginia	0.0	2017.0		93.0	Drama,Thriller	6.2	11952.0
Switched at Birth	2015	TV-14	83.0	small					True	small											
Sword Master	2016				TV-MA	Movie	big	Derek Yee	False	big	tt5269396	movie	Sword Master	San shao ye de jian	0.0	2016.0		108.0	Action,Drama	6.0	2660.0
Sword Masters: Two Champions of Shaolin	1980				R	Movie	big	Cheh Chang	False	big											
Swordfish	2001				R	Movie	big	Dominic Sena	False	big	tt0244244	movie	Swordfish	Swordfish	0.0	2001.0		99.0	Action,Crime,Thriller	6.5	199259.0
Sym-Bionic Titan	2010				TV-PG	TV Show	big		False	big	tt1709198	tvSeries	Sym-Bionic Titan	Sym-Bionic Titan	0.0	2010.0	2011.0		Action,Adventure,Animation	8.1	3420.0
TE3N	2016				TV-14	Movie	big	Ribhu Dasgupta	False	big											
THE RUM DIARY	2011				R	Movie	big	Bruce Robinson	False	big											
TIGER & BUNNY	2011				TV-14	TV Show	big		False	big											
TURN: Washington's Spies	2017				TV-14	TV Show	big		False	big											
Taal	1999				TV-PG	Movie	big	Subhash Ghai	False	big	tt0152836	movie	Taal	Taal	0.0	1999.0		179.0	Drama,Musical,Romance	6.6	6141.0
Taare Zameen Par	2007				PG	Movie	big	Aamir Khan	False	big											
Tad: The Lost Explorer	2012	TV-PG		small					False	small	tt1764625	movie	Tad: The Lost Explorer	Las aventuras de Tadeo Jones	0.0	2012.0		92.0	Adventure,Animation,Comedy	5.9	9413.0
Tahaan	2008				TV-14	Movie	big	Santosh Sivan	False	big	tt1213928	movie	Tahaan	Tahaan	0.0	2008.0		97	Drama	7.1	952.0
Take Me	2017				TV-MA	Movie	big	Pat Healy	False	big	tt6598626	movie	Take Me	Take Me	0.0	2017.0		83.0	Comedy,Crime,Mystery	6.1	6723.0
Take Me Home Tonight	2011				R	Movie	big	Michael Dowse	False	big	tt0810922	movie	Take Me Home Tonight	Take Me Home Tonight	0.0	2011.0		97.0	Comedy,Drama,Romance	6.3	56482.0
Take the 10	2017				TV-MA	Movie	big	Chester Tam	False	big	tt5792472	movie	Take the 10	Take the 10	0.0	2017.0		80.0	Comedy	4.8	3449.0
Takki	2014				TV-14	TV Show	big		False	big											
Talaash	2012				TV-14	Movie	big	Reema Kagti	False	big											
Talentime	2009				TV-14	Movie	big	Yasmin Ahmad	False	big	tt1351669	movie	Talentime	Talentime	0.0	2009.0		120.0	Drama	7.5	268.0
Tales of the City (1993)	1993				TV-MA	TV Show	big		False	big											
Talking Tom and Friends	2016	TV-G	61.0	small					True	small											
Talking Tom and Friends	2017				TV-Y	TV Show	big		False	big											
Tallulah	2016				TV-MA	Movie	big	Sian Heder	False	big	tt1639084	movie	Tallulah	Tallulah	0.0	2016.0		111.0	Comedy,Drama,Romance	6.7	21831.0
Tamanchey	2014				TV-MA	Movie	big	Navneet Behal	False	big											
Tanda Tanya	2011				TV-MA	Movie	big	Hanung Bramantyo	False	big											
Tango Feroz	1993				TV-MA	Movie	big	Marcelo Piñeyro	False	big											
Tango With Me	2010				TV-14	Movie	big	Mahmood Ali-Balogun	False	big											
Tanu Weds Manu	2011				TV-14	Movie	big	Aanand Rai	False	big	tt1694542	movie	Tanu Weds Manu	Tanu Weds Manu	0.0	2011.0		113.0	Comedy,Drama,Romance	6.8	16955.0
Taramani	2017				TV-MA	Movie	big	Ram	False	big	tt4328934	movie	Taramani	Taramani	0.0	2017.0		150.0	Drama,Romance	7.4	1877.0
Tarek's Situation	2006				TV-14	Movie	big	Wael Ehsan	False	big	tt0830700	movie	Tarek's Situation	Zarf Tareq	0.0	2006.0		108.0	Comedy,Romance	6.9	3960.0
Tarif de nuit	2015				TV-MA	Movie	big	Julien Seri	False	big											
Tarzan & Jane	2002	G		small					False	small	tt0313680	video	Tarzan & Jane	Tarzan & Jane	0.0	2002.0		75.0	Adventure,Animation,Family	5.2	7749.0
Tarzan 2	2005				G	Movie	big	Brian Smith	False	big											
Tattah	2013				TV-14	Movie	big	Sameh Abdulaziz	False	big	tt2965820	movie	Tattah	Tattah	0.0	2013.0		115.0	Action,Comedy,Drama	4.4	622.0
Tatu	2017				TV-MA	Movie	big	Don Omope	False	big	tt9742582	movie	Tatu	Tatu	0.0	2017.0		101.0	Adventure	4.0	30.0
Taxi Ballad	2012				TV-MA	Movie	big	Daniel Joseph	False	big											
Taxi No. 9211	2006				TV-14	Movie	big	Milan Luthria	False	big											
Tayo the Little Bus	2014	TV-Y		small					False	small											
Tayo the Little Bus	2016				TV-Y	TV Show	big		False	big											
Tayo the Little Bus Movie: Mission Ace	2016				TV-Y7	Movie	big	Ryu Jung-woo	False	big											
Teach Us All	2017				TV-14	Movie	big	Sonia Lowman	False	big	tt6588332	movie	Teach Us All	Teach Us All	0.0	2017.0		80.0	Documentary	7.1	112.0
Team Foxcatcher	2016				TV-MA	Movie	big	Jon Greenhalgh	False	big	tt5598216	movie	Team Foxcatcher	Team Foxcatcher	0.0	2016.0		90.0	Biography,Crime,Documentary	7.2	7439.0
Tears of the Sun	2003				R	Movie	big	Antoine Fuqua	False	big	tt0314353	movie	Tears of the Sun	Tears of the Sun	0.0	2003.0		121.0	Action,Drama,Thriller	6.6	133538.0
Teen Mom 2	2011				TV-14	TV Show	big		False	big	tt1821220	tvSeries	Teen Mom 2	Teen Mom 2	0.0	2011.0		60.0	Documentary,Reality-TV	4.4	2404.0
Teen Patti	2010				TV-PG	Movie	big	Leena Yadav	False	big	tt1183917	movie	Teen Patti	Teen Patti	0.0	2010.0		140	Crime,Drama,Thriller	4.2	1636.0
Teenage Cocktail	2016				TV-MA	Movie	big	John Carchietta	False	big	tt1774591	movie	Teenage Cocktail	Teenage Cocktail	0.0	2016.0		88.0	Drama,Thriller	5.8	5522.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze	1991				PG	Movie	big	Michael Pressman	False	big	tt0103060	movie	Teenage Mutant Ninja Turtles II: The Secret of the Ooze	Teenage Mutant Ninja Turtles II: The Secret of the Ooze	0.0	1991.0		88.0	Action,Adventure,Comedy	6.0	62221.0
Teenage Mutant Ninja Turtles: The Movie	1990				PG	Movie	big	Steve Barron	False	big											
Tees Maar Khan	2010				TV-PG	Movie	big	Farah Khan	False	big	tt1572311	movie	Tees Maar Khan	Tees Maar Khan	0.0	2010.0		135.0	Comedy,Crime	2.8	14902.0
Tellur Aliens	2016				TV-Y7	Movie	big	Einar Gabbassov	False	big	tt6317016	movie	Tellur Aliens	Tellur Aliens	0.0	2016.0		67.0	Adventure,Animation,Comedy	4.4	103.0
Temporada de Caza	2017				TV-MA	Movie	big	Natalia Garagiola	False	big											
Ten Years	2015				TV-MA	Movie	big	Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang	False	big	tt5269560	movie	Ten Years	Sap nin	0.0	2015.0		104.0	Drama	6.8	1921.0
Tenacious D in The Pick of Destiny	2006				R	Movie	big	Liam Lynch	False	big											
Tere Naal Love Ho Gaya	2012				TV-14	Movie	big	Mandeep Kumar	False	big	tt2130242	movie	Tere Naal Love Ho Gaya	Tere Naal Love Ho Gaya	0.0	2012.0		130.0	Comedy,Drama,Romance	5.9	4723.0
Term Life	2016				R	Movie	big	Peter Billingsley	False	big	tt2978102	movie	Term Life	Term Life	0.0	2016.0		93.0	Action,Crime,Drama	5.6	8803.0
Terrace House: Aloha State	2017				TV-14	TV Show	big		False	big											
Terrace House: Boys & Girls in the City	2016				TV-14	TV Show	big		False	big											
Terrifier	2017				TV-MA	Movie	big	Damien Leone	False	big											
Teshan	2016				TV-PG	Movie	big	Sukhbir Singh	False	big	tt6043298	movie	Teshan	Teshan	0.0	2016.0		136.0	Drama	5.4	59.0
Tezz	2012				TV-MA	Movie	big	Priyadarshan	False	big	tt1706317	movie	Tezz	Tezz	0.0	2012.0		121.0	Action,Crime,Drama	4.1	2677.0
Th Eena Meena Deeka Chase Comedy Show	2015				TV-Y7	TV Show	big	Dheeraj Berry	False	big											
Thaandavam	2012				TV-14	Movie	big	Vijay	False	big	tt2271641	movie	Thaandavam	Thaandavam	0.0	2012.0		160.0	Action,Thriller	6.1	2299.0
That '70s Show	2005	TV-14	89.0	small	TV-14	TV Show	big		True	smallbig											
That Thing Called Tadhana	2015				TV-MA	Movie	big	Antoinette Jadaone	False	big											
That Winter, the Wind Blows	2013				TV-MA	TV Show	big		False	big	tt2806646	tvMiniSeries	That Winter, the Wind Blows	Geu Gyeowool, Barami Boonda	0.0	2013.0	2013.0	65.0	Drama	7.5	2493.0
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared	2016				TV-MA	Movie	big	Felix Herngren, Måns Herngren	False	big	tt4940370	movie	The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared	Hundraettåringen som smet från notan och försvann	0.0	2016.0		108.0	Adventure,Comedy,Crime	6.3	6765.0
The 24 Hour War	2016				TV-MA	Movie	big	Nate Adams, Adam Carolla	False	big	tt4875844	movie	The 24 Hour War	The 24 Hour War	0.0	2016.0		99.0	Documentary,History,Sport	7.2	2325.0
The 4400	2007				TV-14	TV Show	big		False	big											
The 4th Company	2016				TV-MA	Movie	big	Mitzi Vanessa Arreola, Amir Galvan Cervera	False	big	tt2197926	movie	The 4th Company	La 4ª Compañía	0.0	2016.0		109.0	Action,Crime,Drama	6.2	835.0
The Accidental Spy	2017				TV-MA	Movie	big	Roger Russell	False	big	tt6921426	movie	The Accidental Spy	The Accidental Spy	0.0	2017.0		104.0	Action	4.5	86.0
The Adderall Diaries	2015				R	Movie	big	Pamela Romanowsky	False	big	tt1735907	movie	The Adderall Diaries	The Adderall Diaries	0.0	2015.0		87.0	Crime,Drama,Mystery	5.1	6336.0
The Adjusters	2010				TV-PG	TV Show	big		False	big											
The Adventure Club	2016				TV-Y7	Movie	big	Geoff Anderson	False	big											
The Adventures of Chuck & Friends	2011	TV-Y		small					False	small											
The Adventures of Figaro Pho	2015	TV-Y7		small	TV-Y7	TV Show	big		False	smallbig											
The Adventures of Puss in Boots	2016	TV-Y7-FV	78.0	small					True	small											
The Adventures of Sharkboy and Lavagirl	2005				PG	Movie	big	Robert Rodriguez	False	big											
The Adventures of Sonic the Hedgehog	1993				TV-Y7	TV Show	big		False	big											
The Aerial	2007				TV-MA	Movie	big	Esteban Sapir	False	big	tt0454065	movie	The Aerial	La antena	0.0	2007.0		99.0	Drama,Fantasy,Sci-Fi	7.3	4757.0
The African Doctor	2016				TV-14	Movie	big	Julien Rambaldi	False	big	tt5555502	movie	The African Doctor	Bienvenue à Marly-Gomont	0.0	2016.0		96.0	Biography,Comedy,Drama	7.0	12154.0
The Age of Shadows	2016				TV-MA	Movie	big	Jee-woon Kim	False	big	tt4914580	movie	The Age of Shadows	Mil-jeong	0.0	2016.0		140.0	Action,History,Thriller	7.1	11426.0
The Amazing Praybeyt Benjamin	2014				TV-14	Movie	big	Wenn V. Deramas	False	big	tt3828220	movie	The Amazing Praybeyt Benjamin	The Amazing Praybeyt Benjamin	0.0	2014.0		105.0	Action,Comedy,Fantasy	4.3	239.0
The American Bible Challenge	2014				TV-G	TV Show	big	Michael Simon	False	big											
The American President	1995				PG-13	Movie	big	Rob Reiner	False	big	tt0112346	movie	The American President	The American President	0.0	1995.0		114.0	Comedy,Drama,Romance	6.8	61907.0
The Andy Griffith Show	1967				TV-G	TV Show	big		False	big											
The Angriest Man in Brooklyn	2014	R		small					False	small	tt1294970	movie	The Angriest Man in Brooklyn	The Angriest Man in Brooklyn	0.0	2014.0		83.0	Comedy,Drama	5.7	24490.0
The Ant's Scream	2010				TV-14	Movie	big	Sameh Abdulaziz	False	big											
The Apostate	2015				TV-MA	Movie	big	Federico Veiroj	False	big	tt4156152	movie	The Apostate	El apóstata	0.0	2015.0		80.0	Comedy	5.7	743.0
The Art of Loving	2017				TV-MA	Movie	big	Maria Sadowska	False	big											
The Art of the Steal	2013				R	Movie	big	Jonathan Sobol	False	big	tt2172985	movie	The Art of the Steal	The Art of the Steal	0.0	2013.0		90.0	Comedy,Crime,Thriller	6.3	26503.0
The Autopsy of Jane Doe	2016				R	Movie	big	André Øvredal	False	big	tt3289956	movie	The Autopsy of Jane Doe	The Autopsy of Jane Doe	0.0	2016.0		86	Horror,Mystery,Thriller	6.8	150265.0
The B-Side: Elsa Dorfman's Portrait Photography	2016				R	Movie	big	Errol Morris	False	big											
The Bachelor	2009				TV-14	TV Show	big		False	big	tt1540032	short	The Bachelor	The Bachelor	0.0	2009.0		9.0	Comedy,Short		
The Bachelorette	2010				TV-14	TV Show	big		False	big											
The Bachelors	2017				TV-14	Movie	big	Kurt Voelker	False	big	tt5253282	movie	The Bachelors	The Bachelors	0.0	2017.0		99.0	Comedy,Drama,Romance	6.8	5972.0
The Bad Batch	2016				R	Movie	big	Ana Lily Amirpour	False	big	tt4334266	movie	The Bad Batch	The Bad Batch	0.0	2016.0		118.0	Action,Horror,Mystery	5.2	36458.0
The Bad Education Movie	2015				TV-MA	Movie	big	Elliot Hegarty	False	big	tt4660980	movie	The Bad Education Movie	The Bad Education Movie	0.0	2015.0		90.0	Comedy	5.8	7664.0
The Bad Kids	2016				TV-MA	Movie	big	Keith Fulton, Louis Pepe	False	big	tt5278458	movie	The Bad Kids	The Bad Kids	0.0	2016.0		101.0	Documentary	7.0	672.0
The Ballad of Lefty Brown	2017				R	Movie	big	Jared Moshé	False	big	tt4400994	movie	The Ballad of Lefty Brown	The Ballad of Lefty Brown	0.0	2017.0		111.0	Action,Drama,Western	6.3	8287.0
The Bar	2017				TV-MA	Movie	big	Álex de la Iglesia	False	big	tt5121816	movie	The Bar	El bar	0.0	2017.0		102.0	Thriller	6.3	29466.0
The Bare-Footed Kid	1993				TV-14	Movie	big	Johnnie To	False	big	tt0106552	movie	The Bare-Footed Kid	Chik geuk siu ji	0.0	1993.0		90.0	Action,Drama	6.4	1030.0
The Batman	2007	TV-Y7	77.0	small					True	small											
The Battered Bastards of Baseball	2014				TV-MA	Movie	big	Chapman Way, Maclain Way	False	big	tt3445270	movie	The Battered Bastards of Baseball	The Battered Bastards of Baseball	0.0	2014.0		80	Documentary,Sport	8.0	4693.0
The Battle of Midway	1942				TV-14	Movie	big	John Ford	False	big	tt0034498	short	The Battle of Midway	The Battle of Midway	0.0	1942.0		18.0	Documentary,Short,War	6.1	2334.0
The Beach Loafer	2004				TV-14	Movie	big	Ali Ragab	False	big	tt2215481	movie	The Beach Loafer	Saye Bahr	0.0	2004.0		95.0	Comedy,Drama,Romance	4.9	965.0
The Beast Stalker	2008				TV-14	Movie	big	Dante Lam	False	big											
The Beginning of Life	2016				TV-PG	Movie	big	Estela Renner	False	big	tt5140248	movie	The Beginning of Life	The Beginning of Life	0.0	2016.0		120.0	Documentary,Family	7.5	1023.0
The Beginning of Life: The Series	2016				TV-PG	TV Show	big	Estela Renner	False	big	tt34488075	tvSeries	The Beginning of Life: The Series	The Beginning of Life: The Series	0.0	2016.0	2016.0		Documentary		
The Benchwarmers	2006	PG-13	77.0	small					True	small	tt0437863	movie	The Benchwarmers	The Benchwarmers	0.0	2006.0		85.0	Comedy,Sport	5.5	56166.0
The Best of Rafał Rutkowski Olka Szczęśniak	2016				TV-MA	Movie	big		False	big											
The Bible's Buried Secrets	2011				TV-14	TV Show	big		False	big											
The Big Catch	2015				TV-PG	TV Show	big		False	big	tt9703256	tvSeries	The Big Catch	The Big Catch	0.0	2015.0			Action,Adventure,Documentary	7.6	8.0
The Bittersweet	2017				TV-MA	Movie	big	D Ho	False	big	tt8411990	movie	The Bittersweet	The Bittersweet	0.0	2017.0		98.0	Drama,Thriller	5.1	164.0
The Black Prince	2017				PG-13	Movie	big	Kavi Raz	False	big	tt3962984	movie	The Black Prince	The Black Prince	0.0	2017.0		118	Drama,History	5.7	1097.0
The Black Room	2016				TV-MA	Movie	big	Rolfe Kanefsky	False	big											
The Blackcoat's Daughter	2015				R	Movie	big	Osgood Perkins	False	big	tt3286052	movie	The Blackcoat's Daughter	February	0.0	2015.0		93	Horror,Mystery,Thriller	5.9	29104.0
The Blacklist	2016	TV-14	96.0	small					True	small	tt6474096	tvEpisode	The Blacklist	The Blacklist	0.0	2016.0			Talk-Show	8.6	11.0
The Blazing Sun	1954				TV-14	Movie	big	Youssef Chahine	False	big	tt0044429	movie	The Blazing Sun	Siraa Fil-Wadi	0.0	1954.0		105.0	Crime,Drama,Romance	7.2	1631.0
The Bleeder	2016				R	Movie	big	Philippe Falardeau	False	big											
The Blind Christ	2016				TV-MA	Movie	big	Christopher Murray	False	big	tt4778424	movie	The Blind Christ	El Cristo ciego	0.0	2016.0		85.0	Drama	5.8	312.0
The Blue Lagoon	1980				R	Movie	big	Randal Kleiser	False	big	tt0080453	movie	The Blue Lagoon	The Blue Lagoon	0.0	1980.0		104.0	Adventure,Drama,Romance	5.8	79291.0
The Blue Planet: A Natural History of the Oceans	2001				TV-G	TV Show	big	Alastair Fothergill	False	big											
The Blue Umbrella	2005				TV-PG	Movie	big	Vishal Bhardwaj	False	big	tt0457802	movie	The Blue Umbrella	The Blue Umbrella	0.0	2005.0		90.0	Comedy,Drama,Family	7.3	2234.0
The Bomb Squad	2011				TV-MA	TV Show	big		False	big	tt2074962	tvSeries	The Bomb Squad	The Bomb Squad	0.0	2011.0			Documentary	8.0	28.0
The Borgias	2013				TV-MA	TV Show	big		False	big											
The Boss's Daughter	2015				TV-MA	Movie	big	Olivier Loustau	False	big	tt4040042	movie	The Boss's Daughter	La fille du patron	0.0	2015.0		98	Comedy,Drama,Romance	5.4	833.0
The Boxcar Children	2014	G		small					False	small	tt3246908	movie	The Boxcar Children	The Boxcar Children	0.0	2014.0		86	Adventure,Animation,Family	6.5	650.0
The Boy Who Cried Werewolf	2010				TV-Y	Movie	big	Eric Bross	False	big	tt1451423	tvMovie	The Boy Who Cried Werewolf	The Boy Who Cried Werewolf	0.0	2010.0		83.0	Comedy,Drama,Family	5.9	4040.0
The Brave Little Toaster Goes to Mars	1998	G		small					False	small	tt0147926	video	The Brave Little Toaster Goes to Mars	The Brave Little Toaster Goes to Mars	0.0	1998.0		73.0	Adventure,Animation,Family	5.5	1868.0
The Brave Little Toaster to the Rescue	1997	G		small					False	small	tt0163986	video	The Brave Little Toaster to the Rescue	The Brave Little Toaster to the Rescue	0.0	1997.0		74.0	Adventure,Animation,Family	6.1	1908.0
The Breadwinner	2017				PG-13	Movie	big	Nora Twomey	False	big	tt3901826	movie	The Breadwinner	The Breadwinner	0.0	2017.0		94.0	Animation,Drama,Family	7.7	29177.0
The Breakup Playlist	2015				TV-MA	Movie	big	Dan Villegas	False	big	tt4628812	movie	The Breakup Playlist	The Breakup Playlist	0.0	2015.0		117.0	Drama,Music,Musical	6.4	358.0
The Bride of Habaek	2017				TV-14	TV Show	big		False	big	tt6385752	tvSeries	The Bride of Habaek	Habaekui Shinboo	0.0	2017.0	2017.0	70.0	Comedy,Fantasy,Romance	6.9	4267.0
The Bros	2017				TV-14	Movie	big	You-Jeong Chang	False	big	tt7967580	movie	The Bros	Buradeo	0.0	2017.0		102.0	Comedy,Fantasy	6.1	1043.0
The Brothers Grimm	2005				PG-13	Movie	big	Terry Gilliam	False	big	tt0355295	movie	The Brothers Grimm	The Brothers Grimm	0.0	2005.0		118.0	Action,Adventure,Comedy	5.9	128193.0
The Bucket List	2007				PG-13	Movie	big	Rob Reiner	False	big	tt0825232	movie	The Bucket List	The Bucket List	0.0	2007.0		97.0	Adventure,Comedy,Drama	7.4	264731.0
The Bulbul's Nest	2013				TV-MA	Movie	big	Husam El-Gohari	False	big											
The Bund	1983				TV-14	Movie	big		False	big											
The Butterfly's Dream	2013				TV-PG	Movie	big	Yılmaz Erdoğan	False	big	tt2608224	movie	The Butterfly's Dream	Kelebegin Rüyasi	0.0	2013.0		138.0	Biography,Drama,History	7.6	25191.0
The C Word	2016				TV-14	Movie	big	Meghan O'Hara	False	big	tt5212792	movie	The C Word	The C Word	0.0	2016.0		89.0	Documentary	7.5	484.0
The Cakemaker	2017				TV-14	Movie	big	Ofir Raul Graizer	False	big	tt4830786	movie	The Cakemaker	The Cakemaker	0.0	2017.0		113.0	Drama,Romance	7.3	5264.0
The Carmichael Show	2016	TV-14	69.0	small					True	small	tt5659122	tvEpisode	The Carmichael Show	The Carmichael Show	0.0	2016.0		42.0	Talk-Show		
The Carrie Diaries	2013	TV-14		small					False	small	tt2056366	tvSeries	The Carrie Diaries	The Carrie Diaries	0.0	2013.0	2014.0	42.0	Comedy,Drama,Romance	7.0	29336.0
The Carter Effect	2017				TV-MA	Movie	big	Sean Menard	False	big	tt7284952	movie	The Carter Effect	The Carter Effect	0.0	2017.0		60.0	Documentary,Sport	7.1	2528.0
The Cat in the Hat Knows a Lot About That!	2014	TV-Y		small	TV-Y	TV Show	big	Tony Collingwood	False	smallbig											
The Challenge	2006				TV-14	TV Show	big		False	big	tt2108805	tvEpisode	The Challenge	The Challenge	0.0	2006.0			Documentary		
The Charnel House	2016				R	Movie	big	Craig Moss	False	big	tt4633662	movie	The Charnel House	The Charnel House	0.0	2016.0		90.0	Horror,Mystery,Thriller	4.3	1411.0
The Chefs' Line	2017				TV-14	TV Show	big		False	big											
The Chord	2010				TV-MA	Movie	big	Magdy Al-Hawwary	False	big	tt1975153	movie	The Chord	El Watar	0.0	2010.0		101.0	Crime,Drama	5.8	361.0
The Chosen	2016				TV-14	Movie	big	Antonio Chavarrías	False	big	tt4547514	movie	The Chosen	El elegido	0.0	2016.0		125.0	Drama,History,Thriller	6.7	864.0
The Chosen Ones	2015				TV-MA	Movie	big	David Pablos	False	big	tt4636042	movie	The Chosen Ones	Las elegidas	0.0	2015.0		105.0	Drama	6.7	2133.0
The Christmas Candle	2013				PG	Movie	big	John Stephenson	False	big	tt2739338	movie	The Christmas Candle	The Christmas Candle	0.0	2013.0		100	Drama,Family	6.3	2847.0
The Christmas Project	2016				TV-PG	Movie	big	Michael Buster	False	big	tt5271120	movie	The Christmas Project	The Christmas Project	0.0	2016.0		92.0	Comedy,Family	5.6	574.0
The Cincinnati Kid	1965				TV-14	Movie	big	Norman Jewison	False	big	tt0059037	movie	The Cincinnati Kid	The Cincinnati Kid	0.0	1965.0		102.0	Drama	7.2	18790.0
The Cleveland Show	2012	TV-14	88.0	small					True	small											
The Client List	2013	TV-14	92.0	small					True	small											
The Company Men	2010				R	Movie	big	John Wells	False	big	tt1172991	movie	The Company Men	The Company Men	0.0	2010.0		104.0	Drama	6.7	49458.0
The Confirmation	2016				PG-13	Movie	big	Bob Nelson	False	big	tt4210080	movie	The Confirmation	The Confirmation	0.0	2016.0		101.0	Adventure,Comedy,Drama	6.4	7347.0
The Congress	2013				TV-MA	Movie	big	Ari Folman	False	big	tt1821641	movie	The Congress	The Congress	0.0	2013.0		122.0	Animation,Drama,Sci-Fi	6.4	20207.0
The Consul's Son	2011				TV-14	Movie	big	Amr Arafa	False	big											
The Craft	1996				R	Movie	big	Andrew Fleming	False	big	tt0115963	movie	The Craft	The Craft	0.0	1996.0		101.0	Drama,Fantasy,Horror	6.5	113323.0
